strategy,seed,reward,steps,actions,idle_ratio,expired,clear_asm,serve_gap,none_ratio,stockpile_in,stockpile_out,stockpile_max
visibility_aware,79,4774.8,901,150,0.653,1,0,4.03,0.834,15,15,3
visibility_aware,80,3441.6000000000004,901,142,0.581,2,2,4.51,0.842,13,12,3
visibility_aware,81,4338.5,901,164,0.53,1,7,4.08,0.818,17,15,3
visibility_aware,82,4384.0,901,169,0.685,1,1,3.39,0.812,17,15,3
visibility_aware,83,4344.0,901,147,0.716,1,2,3.98,0.837,13,12,3
visibility_aware,84,4146.0,901,138,0.742,1,1,3.94,0.847,13,13,3
visibility_aware,85,4581.2,901,142,0.46,0,6,5.32,0.842,10,10,3
visibility_aware,86,2957.8,901,115,0.722,2,0,4.96,0.872,9,9,3
visibility_aware,87,4579.700000000001,901,145,0.626,2,0,4.35,0.839,10,10,3
visibility_aware,88,3720.4000000000005,901,141,0.645,2,0,4.35,0.844,11,10,3
visibility_aware,89,4208.9,901,158,0.653,1,2,3.85,0.825,14,12,3
visibility_aware,90,3680.0,901,123,0.464,0,0,4.2,0.863,12,11,3
visibility_aware,91,4845.4,901,159,0.557,1,2,3.98,0.824,17,17,3
visibility_aware,92,4377.1,901,131,0.461,1,0,4.9,0.855,8,7,3
visibility_aware,93,3639.9,901,117,0.557,1,0,4.76,0.87,9,9,3
visibility_aware,94,3478.9,901,133,0.465,2,2,4.75,0.852,8,6,3
visibility_aware,95,3376.8,901,135,0.449,3,3,4.46,0.85,10,8,3
visibility_aware,96,3049.7999999999997,901,129,0.624,3,5,6.5,0.857,12,11,3
visibility_aware,97,3672.8,901,140,0.682,3,0,4.12,0.845,11,11,3
visibility_aware,98,3855.5,901,128,0.52,0,2,4.88,0.858,10,10,3
visibility_aware,99,3522.2,901,128,0.65,1,0,4.76,0.858,8,7,3
